path,text_video,text_image,num_frames,object,velcoities,background,split_name,id,image_path,image_selecting,usage
/nfs/yban/dataset/multiple/videos/video_01706.mp4,a blue bath towel is dropping in the park in eilenriede,a blue bath towel in the park in eilenriede,24,a blue bath towel,"[[1.3126155138015747, -0.09387274086475372, 0.0]]",park in eilenriede,both,01706,/nfs/yban/dataset/multiple/rawdata/01706/rgba_00016.png,16,tbc
/nfs/yban/dataset/multiple/videos/video_02469.mp4,yellow school bus is dropping in the crossroads in venice,yellow school bus in the crossroads in venice,24,yellow school bus,"[[-2.1068058013916016, 5.63304328918457, 0.0]]",crossroads in venice,static,02469,/nfs/yban/dataset/multiple/rawdata/02469/rgba_00011.png,11,tbc
/nfs/yban/dataset/multiple/videos/video_00844.mp4,can opener tool is dropping in the small studio room,can opener tool in the small studio room,24,can opener tool,"[[3.2227869033813477, -1.745797038078308, 0.0]]",small studio room,dynamic,00844,/nfs/yban/dataset/multiple/rawdata/00844/rgba_00000.png,0,tbc
/nfs/yban/dataset/multiple/videos/video_03633.mp4,red gaming headset is dropping in the crossroads in venice,red gaming headset in the crossroads in venice,24,red gaming headset,"[[2.381950855255127, -5.846926212310791, 0.0]]",crossroads in venice,dynamic,03633,/nfs/yban/dataset/multiple/rawdata/03633/rgba_00002.png,2,tbc
/nfs/yban/dataset/multiple/videos/video_04982.mp4,blue school backpack is dropping in the cliff along the shoreline,blue school backpack in the cliff along the shoreline,24,blue school backpack,"[[0.47046563029289246, -1.1591250896453857, 0.0]]",cliff along the shoreline,both,04982,/nfs/yban/dataset/multiple/rawdata/04982/rgba_00013.png,13,tbc
/nfs/yban/dataset/multiple/videos/video_01662.mp4,red gaming headset is dropping in the stream flowing by,red gaming headset in the stream flowing by,24,red gaming headset,"[[-0.6957847476005554, -2.5357959270477295, 0.0]]",stream flowing by,dynamic,01662,/nfs/yban/dataset/multiple/rawdata/01662/rgba_00002.png,2,tbc
/nfs/yban/dataset/multiple/videos/video_02815.mp4,black ink cartridge is dropping in the veld in mpumalanga,black ink cartridge in the veld in mpumalanga,24,black ink cartridge,"[[2.6558427810668945, 1.358319640159607, 0.0]]",veld in mpumalanga,dynamic,02815,/nfs/yban/dataset/multiple/rawdata/02815/rgba_00001.png,1,tbc
/nfs/yban/dataset/multiple/videos/video_00438.mp4,great white shark is dropping in the dresden's georgentor gate,great white shark in the dresden's georgentor gate,24,great white shark,"[[0.12275228649377823, -3.9799842834472656, 0.0]]",dresden's georgentor gate,dynamic,00438,/nfs/yban/dataset/multiple/rawdata/00438/rgba_00006.png,6,tbc
/nfs/yban/dataset/multiple/videos/video_08911.mp4,decaf instant coffee jar is dropping in the the serene blue lagoon,decaf instant coffee jar in the the serene blue lagoon,24,decaf instant coffee jar,"[[-2.759665012359619, -4.341609477996826, 0.0]]",the serene blue lagoon,both,08911,/nfs/yban/dataset/multiple/rawdata/08911/rgba_00005.png,5,tbc
/nfs/yban/dataset/multiple/videos/video_16075.mp4,paisley patterned pencil case is dropping in the nighttime courtyard,paisley patterned pencil case in the nighttime courtyard,24,paisley patterned pencil case,"[[-4.575555801391602, 0.1347128301858902, 0.0]]",nighttime courtyard,static,16075,/nfs/yban/dataset/multiple/rawdata/16075/rgba_00002.png,2,tbc
/nfs/yban/dataset/multiple/videos/video_14024.mp4,red handheld scissors is dropping in the pump station scene,red handheld scissors in the pump station scene,24,red handheld scissors,"[[2.410924196243286, -5.347500324249268, 0.0]]",pump station scene,both,14024,/nfs/yban/dataset/multiple/rawdata/14024/rgba_00009.png,9,tbc
/nfs/yban/dataset/multiple/videos/video_09737.mp4,round cake pan is dropping in the west train tunnel at moulton station,round cake pan in the west train tunnel at moulton station,24,round cake pan,"[[-1.5415431261062622, 6.305113792419434, 0.0]]",west train tunnel at moulton station,both,09737,/nfs/yban/dataset/multiple/rawdata/09737/rgba_00005.png,5,tbc
/nfs/yban/dataset/multiple/videos/video_08875.mp4,aggravation board game is dropping in the stone pillars,aggravation board game in the stone pillars,24,aggravation board game,"[[7.270278453826904, 4.688296794891357, 0.0]]",stone pillars,static,08875,/nfs/yban/dataset/multiple/rawdata/08875/rgba_00013.png,13,tbc
/nfs/yban/dataset/multiple/videos/video_16111.mp4,red dish drying mat is dropping in the pier at bell park,red dish drying mat in the pier at bell park,24,red dish drying mat,"[[0.49794843792915344, -1.3075863122940063, 0.0]]",pier at bell park,both,16111,/nfs/yban/dataset/multiple/rawdata/16111/rgba_00003.png,3,tbc
/nfs/yban/dataset/multiple/videos/video_10086.mp4,black wireless speaker is dropping in the abandoned game room,black wireless speaker in the abandoned game room,24,black wireless speaker,"[[2.7158010005950928, -5.28354024887085, 0.0]]",abandoned game room,static,10086,/nfs/yban/dataset/multiple/rawdata/10086/rgba_00014.png,14,tbc
/nfs/yban/dataset/multiple/videos/video_09653.mp4,brown handmade hat is dropping in the small studio scene,brown handmade hat in the small studio scene,24,brown handmade hat,"[[3.9836788177490234, 1.0671865940093994, 0.0]]",small studio scene,both,09653,/nfs/yban/dataset/multiple/rawdata/09653/rgba_00000.png,0,tbc
/nfs/yban/dataset/multiple/videos/video_14140.mp4,round cake pan is dropping in the dresden's georgentor gate,round cake pan in the dresden's georgentor gate,24,round cake pan,"[[-1.8541127443313599, -1.8957675695419312, 0.0]]",dresden's georgentor gate,both,14140,/nfs/yban/dataset/multiple/rawdata/14140/rgba_00009.png,9,tbc
/nfs/yban/dataset/multiple/videos/video_08409.mp4,lightweight running shoe is dropping in the stone pillars,lightweight running shoe in the stone pillars,24,lightweight running shoe,"[[-1.421097993850708, -2.679720163345337, 0.0]]",stone pillars,both,08409,/nfs/yban/dataset/multiple/rawdata/08409/rgba_00000.png,0,tbc
/nfs/yban/dataset/multiple/videos/video_13121.mp4,decaf instant coffee jar is dropping in the slope in the forest,decaf instant coffee jar in the slope in the forest,24,decaf instant coffee jar,"[[0.9746344685554504, -1.5565153360366821, 0.0]]",slope in the forest,both,13121,/nfs/yban/dataset/multiple/rawdata/13121/rgba_00001.png,1,tbc
/nfs/yban/dataset/multiple/videos/video_11170.mp4,a black hammer is dropping in the pump station scene,a black hammer in the pump station scene,24,a black hammer,"[[-1.5349825620651245, -0.35847651958465576, 0.0]]",pump station scene,dynamic,11170,/nfs/yban/dataset/multiple/rawdata/11170/rgba_00015.png,15,tbc
/nfs/yban/dataset/multiple/videos/video_09983.mp4,elephant stuffed toy is dropping in the crossing in autumn,elephant stuffed toy in the crossing in autumn,24,elephant stuffed toy,"[[-2.878525495529175, 5.0627312660217285, 0.0]]",crossing in autumn,static,09983,/nfs/yban/dataset/multiple/rawdata/09983/rgba_00010.png,10,tbc
/nfs/yban/dataset/multiple/videos/video_13045.mp4,can opener tool is dropping in the wintery roadside in rural area,can opener tool in the wintery roadside in rural area,24,can opener tool,"[[3.8091859817504883, 1.2310949563980103, 0.0]]",wintery roadside in rural area,dynamic,13045,/nfs/yban/dataset/multiple/rawdata/13045/rgba_00000.png,0,tbc
/nfs/yban/dataset/multiple/videos/video_14388.mp4,great white shark is dropping in the pump station scene,great white shark in the pump station scene,24,great white shark,"[[-3.88775897026062, -0.7881512641906738, 0.0]]",pump station scene,dynamic,14388,/nfs/yban/dataset/multiple/rawdata/14388/rgba_00009.png,9,tbc
/nfs/yban/dataset/multiple/videos/video_17183.mp4,can opener tool is dropping in the ground of teufelsberg,can opener tool in the ground of teufelsberg,24,can opener tool,"[[-2.397129535675049, -1.494800329208374, 0.0]]",ground of teufelsberg,dynamic,17183,/nfs/yban/dataset/multiple/rawdata/17183/rgba_00002.png,2,tbc
/nfs/yban/dataset/multiple/videos/video_11014.mp4,a black hammer is dropping in the wintery roadside in rural area,a black hammer in the wintery roadside in rural area,24,a black hammer,"[[3.4720466136932373, 7.1960625648498535, 0.0]]",wintery roadside in rural area,dynamic,11014,/nfs/yban/dataset/multiple/rawdata/11014/rgba_00005.png,5,tbc
/nfs/yban/dataset/multiple/videos/video_02546.mp4,toy airplane with pilot is dropping in the riverside in shanghai,toy airplane with pilot in the riverside in shanghai,24,toy airplane with pilot,"[[-5.485081195831299, 3.650331735610962, 0.0]]",riverside in shanghai,both,02546,/nfs/yban/dataset/multiple/rawdata/02546/rgba_00002.png,2,tbc
/nfs/yban/dataset/multiple/videos/video_18198.mp4,great white shark is dropping in the small studio room,great white shark in the small studio room,24,great white shark,"[[1.8280311822891235, 2.821499824523926, 0.0]]",small studio room,dynamic,18198,/nfs/yban/dataset/multiple/rawdata/18198/rgba_00013.png,13,tbc
/nfs/yban/dataset/multiple/videos/video_06480.mp4,paisley patterned pencil case is dropping in the veld in mpumalanga,paisley patterned pencil case in the veld in mpumalanga,24,paisley patterned pencil case,"[[-2.813297986984253, -4.991546154022217, 0.0]]",veld in mpumalanga,static,06480,/nfs/yban/dataset/multiple/rawdata/06480/rgba_00001.png,1,tbc
/nfs/yban/dataset/multiple/videos/video_00517.mp4,a blue bath towel is dropping in the small recording studio,a blue bath towel in the small recording studio,24,a blue bath towel,"[[2.5778489112854004, -1.2809826135635376, 0.0]]",small recording studio,both,00517,/nfs/yban/dataset/multiple/rawdata/00517/rgba_00013.png,13,tbc
/nfs/yban/dataset/multiple/videos/video_06998.mp4,toy airplane with pilot is dropping in the missile launch facility,toy airplane with pilot in the missile launch facility,24,toy airplane with pilot,"[[1.6059341430664062, 0.09058204293251038, 0.0]]",missile launch facility,both,06998,/nfs/yban/dataset/multiple/rawdata/06998/rgba_00007.png,7,tbc
/nfs/yban/dataset/multiple/videos/video_03678.mp4,black wireless speaker is dropping in the dawn at bell park,black wireless speaker in the dawn at bell park,24,black wireless speaker,"[[1.8965455293655396, 2.9679975509643555, 0.0]]",dawn at bell park,static,03678,/nfs/yban/dataset/multiple/rawdata/03678/rgba_00006.png,6,tbc
/nfs/yban/dataset/multiple/videos/video_02422.mp4,brown handmade hat is dropping in the meadow in the evening,brown handmade hat in the meadow in the evening,24,brown handmade hat,"[[5.065970420837402, 4.173715114593506, 0.0]]",meadow in the evening,both,02422,/nfs/yban/dataset/multiple/rawdata/02422/rgba_00004.png,4,tbc
/nfs/yban/dataset/multiple/videos/video_00473.mp4,toy airplane with pilot is dropping in the cozy cafe scene,toy airplane with pilot in the cozy cafe scene,24,toy airplane with pilot,"[[1.8749102354049683, 2.873697519302368, 0.0]]",cozy cafe scene,both,00473,/nfs/yban/dataset/multiple/rawdata/00473/rgba_00001.png,1,tbc
/nfs/yban/dataset/multiple/videos/video_01629.mp4,round cake pan is dropping in the deserted hopper terminal,round cake pan in the deserted hopper terminal,24,round cake pan,"[[-0.16295285522937775, -1.755629539489746, 0.0]]",deserted hopper terminal,both,01629,/nfs/yban/dataset/multiple/rawdata/01629/rgba_00008.png,8,tbc
/nfs/yban/dataset/multiple/videos/video_07412.mp4,mmo gaming mouse is dropping in the ulm minster cathedral,mmo gaming mouse in the ulm minster cathedral,24,mmo gaming mouse,"[[-2.075442314147949, 0.5428937077522278, 0.0]]",ulm minster cathedral,static,07412,/nfs/yban/dataset/multiple/rawdata/07412/rgba_00012.png,12,tbc
/nfs/yban/dataset/multiple/videos/video_06648.mp4,a black hammer is dropping in the missile launch facility,a black hammer in the missile launch facility,24,a black hammer,"[[-2.6944379806518555, -0.6415875554084778, 0.0]]",missile launch facility,dynamic,06648,/nfs/yban/dataset/multiple/rawdata/06648/rgba_00010.png,10,tbc
/nfs/yban/dataset/multiple/videos/video_01585.mp4,pack of coffee capsules is dropping in the ethnography museum exhibits,pack of coffee capsules in the ethnography museum exhibits,24,pack of coffee capsules,"[[0.3167146146297455, -3.851343870162964, 0.0]]",ethnography museum exhibits,both,01585,/nfs/yban/dataset/multiple/rawdata/01585/rgba_00006.png,6,tbc
/nfs/yban/dataset/multiple/videos/video_18350.mp4,toy airplane with pilot is dropping in the stream flowing by,toy airplane with pilot in the stream flowing by,24,toy airplane with pilot,"[[4.193789482116699, -1.693802833557129, 0.0]]",stream flowing by,both,18350,/nfs/yban/dataset/multiple/rawdata/18350/rgba_00011.png,11,tbc
/nfs/yban/dataset/multiple/videos/video_04619.mp4,mocha plant container is dropping in the wide city street,mocha plant container in the wide city street,24,mocha plant container,"[[2.278059244155884, -0.7253193259239197, 0.0]]",wide city street,static,04619,/nfs/yban/dataset/multiple/rawdata/04619/rgba_00015.png,15,tbc
/nfs/yban/dataset/multiple/videos/video_05443.mp4,blue school backpack is dropping in the rathaus town hall,blue school backpack in the rathaus town hall,24,blue school backpack,"[[1.5838134288787842, -2.8679373264312744, 0.0]]",rathaus town hall,both,05443,/nfs/yban/dataset/multiple/rawdata/05443/rgba_00011.png,11,tbc
/nfs/yban/dataset/multiple/videos/video_07576.mp4,brown handmade hat is dropping in the empty little house,brown handmade hat in the empty little house,24,brown handmade hat,"[[-0.6461402177810669, -0.4614133834838867, 0.0]]",empty little house,both,07576,/nfs/yban/dataset/multiple/rawdata/07576/rgba_00010.png,10,tbc
/nfs/yban/dataset/multiple/videos/video_05527.mp4,a blue bath towel is dropping in the hilly terrain scene,a blue bath towel in the hilly terrain scene,24,a blue bath towel,"[[-4.74970817565918, -1.408436894416809, 0.0]]",hilly terrain scene,both,05527,/nfs/yban/dataset/multiple/rawdata/05527/rgba_00002.png,2,tbc
/nfs/yban/dataset/multiple/videos/video_18234.mp4,pack of coffee capsules is dropping in the square in palermo city,pack of coffee capsules in the square in palermo city,24,pack of coffee capsules,"[[-0.7771388292312622, 0.8777194023132324, 0.0]]",square in palermo city,both,18234,/nfs/yban/dataset/multiple/rawdata/18234/rgba_00015.png,15,tbc
/nfs/yban/dataset/multiple/videos/video_12330.mp4,lightweight running shoe is dropping in the missile launch facility,lightweight running shoe in the missile launch facility,24,lightweight running shoe,"[[3.9360787868499756, -0.019436875358223915, 0.0]]",missile launch facility,both,12330,/nfs/yban/dataset/multiple/rawdata/12330/rgba_00004.png,4,tbc
/nfs/yban/dataset/multiple/videos/video_10361.mp4,paisley patterned pencil case is dropping in the west train tunnel at moulton station,paisley patterned pencil case in the west train tunnel at moulton station,24,paisley patterned pencil case,"[[-1.4599175453186035, 2.7603909969329834, 0.0]]",west train tunnel at moulton station,static,10361,/nfs/yban/dataset/multiple/rawdata/10361/rgba_00000.png,0,tbc
/nfs/yban/dataset/multiple/videos/video_15199.mp4,decaf instant coffee jar is dropping in the idyllic countryside view,decaf instant coffee jar in the idyllic countryside view,24,decaf instant coffee jar,"[[-1.4086391925811768, 3.6797614097595215, 0.0]]",idyllic countryside view,both,15199,/nfs/yban/dataset/multiple/rawdata/15199/rgba_00005.png,5,tbc
/nfs/yban/dataset/multiple/videos/video_12254.mp4,pack of coffee capsules is dropping in the factory yard scene,pack of coffee capsules in the factory yard scene,24,pack of coffee capsules,"[[-0.6074748635292053, -2.8629424571990967, 0.0]]",factory yard scene,both,12254,/nfs/yban/dataset/multiple/rawdata/12254/rgba_00001.png,1,tbc
/nfs/yban/dataset/multiple/videos/video_16392.mp4,a black hammer is dropping in the theater stage setting,a black hammer in the theater stage setting,24,a black hammer,"[[-0.8703329563140869, 2.727107524871826, 0.0]]",theater stage setting,dynamic,16392,/nfs/yban/dataset/multiple/rawdata/16392/rgba_00015.png,15,tbc
/nfs/yban/dataset/multiple/videos/video_10205.mp4,pair of latex gloves is dropping in the ground of teufelsberg,pair of latex gloves in the ground of teufelsberg,24,pair of latex gloves,"[[-0.3748001158237457, 0.5179129838943481, 0.0]]",ground of teufelsberg,static,10205,/nfs/yban/dataset/multiple/rawdata/10205/rgba_00002.png,2,tbc
/nfs/yban/dataset/multiple/videos/video_17264.mp4,a can of coffee is dropping in the an oriental garden scene,a can of coffee in the an oriental garden scene,24,a can of coffee,"[[-0.712001621723175, 4.424073696136475, 0.0]]",an oriental garden scene,static,17264,/nfs/yban/dataset/multiple/rawdata/17264/rgba_00006.png,6,tbc
/nfs/yban/dataset/multiple/videos/video_15235.mp4,blue bath sheet is dropping in the a quiet reading room,blue bath sheet in the a quiet reading room,24,blue bath sheet,"[[-4.499570846557617, -1.8403658866882324, 0.0]]",a quiet reading room,static,15235,/nfs/yban/dataset/multiple/rawdata/15235/rgba_00009.png,9,tbc
/nfs/yban/dataset/multiple/videos/video_08526.mp4,pack of coffee capsules is dropping in the nighttime modern buildings,pack of coffee capsules in the nighttime modern buildings,24,pack of coffee capsules,"[[-3.4118664264678955, -4.11998176574707, 0.0]]",nighttime modern buildings,both,08526,/nfs/yban/dataset/multiple/rawdata/08526/rgba_00012.png,12,tbc
/nfs/yban/dataset/multiple/videos/video_17300.mp4,mmo gaming mouse is dropping in the field in the suburbs,mmo gaming mouse in the field in the suburbs,24,mmo gaming mouse,"[[0.036984026432037354, 3.3541698455810547, 0.0]]",field in the suburbs,static,17300,/nfs/yban/dataset/multiple/rawdata/17300/rgba_00016.png,16,tbc
/nfs/yban/dataset/multiple/videos/video_11297.mp4,blue school backpack is dropping in the rathaus town hall,blue school backpack in the rathaus town hall,24,blue school backpack,"[[-3.423266649246216, -1.510198950767517, 0.0]]",rathaus town hall,both,11297,/nfs/yban/dataset/multiple/rawdata/11297/rgba_00015.png,15,tbc
/nfs/yban/dataset/multiple/videos/video_08442.mp4,red gaming headset is dropping in the cemetery in the snow,red gaming headset in the cemetery in the snow,24,red gaming headset,"[[4.441211700439453, 3.2538950443267822, 0.0]]",cemetery in the snow,dynamic,08442,/nfs/yban/dataset/multiple/rawdata/08442/rgba_00013.png,13,tbc
/nfs/yban/dataset/multiple/videos/video_09618.mp4,can opener tool is dropping in the the emmarentia dam scene,can opener tool in the the emmarentia dam scene,24,can opener tool,"[[4.791188716888428, 2.6180198192596436, 0.0]]",the emmarentia dam scene,dynamic,09618,/nfs/yban/dataset/multiple/rawdata/09618/rgba_00014.png,14,tbc
/nfs/yban/dataset/multiple/videos/video_15351.mp4,black wireless speaker is dropping in the theater stage setting,black wireless speaker in the theater stage setting,24,black wireless speaker,"[[-2.7038071155548096, 1.4687855243682861, 0.0]]",theater stage setting,static,15351,/nfs/yban/dataset/multiple/rawdata/15351/rgba_00012.png,12,tbc
/nfs/yban/dataset/multiple/videos/video_14457.mp4,black wireless speaker is dropping in the the emmarentia dam scene,black wireless speaker in the the emmarentia dam scene,24,black wireless speaker,"[[-2.2593798637390137, 0.07482384145259857, 0.0]]",the emmarentia dam scene,static,14457,/nfs/yban/dataset/multiple/rawdata/14457/rgba_00009.png,9,tbc
/nfs/yban/dataset/multiple/videos/video_09344.mp4,elephant stuffed toy is dropping in the vondelpark on a sunny day,elephant stuffed toy in the vondelpark on a sunny day,24,elephant stuffed toy,"[[-4.454252243041992, 0.9323777556419373, 0.0]]",vondelpark on a sunny day,static,09344,/nfs/yban/dataset/multiple/rawdata/09344/rgba_00000.png,0,tbc
/nfs/yban/dataset/multiple/videos/video_10591.mp4,paisley patterned pencil case is dropping in the plaza of shadows,paisley patterned pencil case in the plaza of shadows,24,paisley patterned pencil case,"[[-2.052807569503784, -2.4533627033233643, 0.0]]",plaza of shadows,static,10591,/nfs/yban/dataset/multiple/rawdata/10591/rgba_00014.png,14,tbc
/nfs/yban/dataset/multiple/videos/video_16406.mp4,round cake pan is dropping in the factory producing bricks,round cake pan in the factory producing bricks,24,round cake pan,"[[0.9677289724349976, -4.7744221687316895, 0.0]]",factory producing bricks,both,16406,/nfs/yban/dataset/multiple/rawdata/16406/rgba_00011.png,11,tbc
/nfs/yban/dataset/multiple/videos/video_09220.mp4,red fabric cube is dropping in the cliffside road under clouds,red fabric cube in the cliffside road under clouds,24,red fabric cube,"[[-0.3490832448005676, -2.6074764728546143, 0.0]]",cliffside road under clouds,dynamic,09220,/nfs/yban/dataset/multiple/rawdata/09220/rgba_00007.png,7,tbc
/nfs/yban/dataset/multiple/videos/video_10889.mp4,a can of coffee is dropping in the clear day in syferfontein,a can of coffee in the clear day in syferfontein,24,a can of coffee,"[[0.7023767232894897, 1.6496080160140991, 0.0]]",clear day in syferfontein,static,10889,/nfs/yban/dataset/multiple/rawdata/10889/rgba_00002.png,2,tbc
/nfs/yban/dataset/multiple/videos/video_15769.mp4,a blue bath towel is dropping in the luxurious indoor swimming pool,a blue bath towel in the luxurious indoor swimming pool,24,a blue bath towel,"[[-0.6852153539657593, 0.35177236795425415, 0.0]]",luxurious indoor swimming pool,both,15769,/nfs/yban/dataset/multiple/rawdata/15769/rgba_00013.png,13,tbc
/nfs/yban/dataset/multiple/videos/video_14533.mp4,aggravation board game is dropping in the cliff top in white,aggravation board game in the cliff top in white,24,aggravation board game,"[[0.7053341269493103, 4.163707733154297, 0.0]]",cliff top in white,static,14533,/nfs/yban/dataset/multiple/rawdata/14533/rgba_00011.png,11,tbc
/nfs/yban/dataset/multiple/videos/video_16562.mp4,brown handmade hat is dropping in the a quiet reading room,brown handmade hat in the a quiet reading room,24,brown handmade hat,"[[1.639775276184082, -0.4932566285133362, 0.0]]",a quiet reading room,both,16562,/nfs/yban/dataset/multiple/rawdata/16562/rgba_00005.png,5,tbc
/nfs/yban/dataset/multiple/videos/video_17738.mp4,sturdy torchlight is dropping in the tranquil hilltop,sturdy torchlight in the tranquil hilltop,24,sturdy torchlight,"[[5.7346673011779785, 0.8926747441291809, 0.0]]",tranquil hilltop,dynamic,17738,/nfs/yban/dataset/multiple/rawdata/17738/rgba_00003.png,3,tbc
/nfs/yban/dataset/multiple/videos/video_11503.mp4,blue bath sheet is dropping in the cemetery in the snow,blue bath sheet in the cemetery in the snow,24,blue bath sheet,"[[1.1219780445098877, 1.7392795085906982, 0.0]]",cemetery in the snow,static,11503,/nfs/yban/dataset/multiple/rawdata/11503/rgba_00012.png,12,tbc
