path,text_video,text_image,num_frames,object,velcoities,movement_speed,background,split_name,id,image_path,image_selecting,usage
/nfs/yban/dataset/multi_obj/videos/video_04872.mp4,bottle of bronzer and bottle of bronzer are dropping in the canteen in abandoned factory,bottle of bronzer and bottle of bronzer in the canteen in abandoned factory,24,"['bottle of bronzer', 'bottle of bronzer']","[[3.1466755867004395, -5.676637649536133, 0.0], [0.44286033511161804, -1.5914064645767212, 0.0]]",7.50325987468898,canteen in abandoned factory,dynamic,04872,/nfs/yban/dataset/multi_obj/rawdata/04872/rgba_00011.png,11,tbc
/nfs/yban/dataset/multi_obj/videos/video_01792.mp4,black wireless speaker and pair of latex gloves are dropping in the the emmarentia dam scene,black wireless speaker and pair of latex gloves in the the emmarentia dam scene,24,"['black wireless speaker', 'pair of latex gloves']","[[0.10807867348194122, 0.9589195847511292, 0.0], [-5.318639755249023, 2.067997932434082, 0.0]]",0.5356458847915668,the emmarentia dam scene,static,01792,/nfs/yban/dataset/multi_obj/rawdata/01792/rgba_00009.png,9,tbc
/nfs/yban/dataset/multi_obj/videos/video_19279.mp4,wooden abc blocks with wagon and a black hammer are dropping in the plaza of shadows,wooden abc blocks with wagon and a black hammer in the plaza of shadows,24,"['wooden abc blocks with wagon', 'a black hammer']","[[1.3302745819091797, -4.013338565826416, 0.0], [3.5563361644744873, 0.09752397239208221, 0.0]]",6.389626081487166,plaza of shadows,dynamic,19279,/nfs/yban/dataset/multi_obj/rawdata/19279/rgba_00001.png,1,tbc
/nfs/yban/dataset/multi_obj/videos/video_05730.mp4,mocha plant container and mmo gaming mouse are dropping in the blaubeuren at night,mocha plant container and mmo gaming mouse in the blaubeuren at night,24,"['mocha plant container', 'mmo gaming mouse']","[[-3.146780014038086, -0.6586722135543823, 0.0], [0.3363851010799408, 1.617832064628601, 0.0]]",7.075575601482697,blaubeuren at night,static,05730,/nfs/yban/dataset/multi_obj/rawdata/05730/rgba_00007.png,7,tbc
/nfs/yban/dataset/multi_obj/videos/video_18023.mp4,round cake pan and decaf instant coffee jar are dropping in the the epping forest scene,round cake pan and decaf instant coffee jar in the the epping forest scene,24,"['round cake pan', 'decaf instant coffee jar']","[[-6.1679768562316895, -2.138154983520508, 0.0], [1.6828404664993286, -4.428365707397461, 0.0]]",3.6686117632792916,the epping forest scene,both,18023,/nfs/yban/dataset/multi_obj/rawdata/18023/rgba_00013.png,13,tbc
/nfs/yban/dataset/multi_obj/videos/video_06947.mp4,red fabric cube and great white shark are dropping in the bridges over the railway,red fabric cube and great white shark in the bridges over the railway,24,"['red fabric cube', 'great white shark']","[[-1.2440358400344849, -2.606086254119873, 0.0], [-1.8882392644882202, -0.3039252460002899, 0.0]]",7.794914889619904,bridges over the railway,dynamic,06947,/nfs/yban/dataset/multi_obj/rawdata/06947/rgba_00013.png,13,tbc
/nfs/yban/dataset/multi_obj/videos/video_04916.mp4,pack of coffee capsules and pack of coffee capsules are dropping in the crossing in autumn,pack of coffee capsules and pack of coffee capsules in the crossing in autumn,24,"['pack of coffee capsules', 'pack of coffee capsules']","[[-6.105650424957275, -1.041365385055542, 0.0], [3.924375534057617, -4.528761386871338, 0.0]]",0.7128448893825468,crossing in autumn,both,04916,/nfs/yban/dataset/multi_obj/rawdata/04916/rgba_00009.png,9,tbc
/nfs/yban/dataset/multi_obj/videos/video_07761.mp4,toy airplane with pilot and round cake pan are dropping in the luxurious indoor swimming pool,toy airplane with pilot and round cake pan in the luxurious indoor swimming pool,24,"['toy airplane with pilot', 'round cake pan']","[[0.711543619632721, -0.11240697652101517, 0.0], [-4.0062384605407715, -1.2468998432159424, 0.0]]",7.674973685572345,luxurious indoor swimming pool,both,07761,/nfs/yban/dataset/multi_obj/rawdata/07761/rgba_00008.png,8,tbc
/nfs/yban/dataset/multi_obj/videos/video_02881.mp4,aggravation board game and pair of latex gloves are dropping in the dirt path in greenery,aggravation board game and pair of latex gloves in the dirt path in greenery,24,"['aggravation board game', 'pair of latex gloves']","[[-3.8640708923339844, -1.2651841640472412, 0.0], [1.4449841976165771, 2.3152618408203125, 0.0]]",3.095257599611971,dirt path in greenery,static,02881,/nfs/yban/dataset/multi_obj/rawdata/02881/rgba_00007.png,7,tbc
/nfs/yban/dataset/multi_obj/videos/video_14233.mp4,a blue bath towel and round cake pan are dropping in the nighttime modern buildings,a blue bath towel and round cake pan in the nighttime modern buildings,24,"['a blue bath towel', 'round cake pan']","[[-3.4126954078674316, 1.5883804559707642, 0.0], [-3.316869020462036, -2.0123744010925293, 0.0]]",6.519496546882063,nighttime modern buildings,both,14233,/nfs/yban/dataset/multi_obj/rawdata/14233/rgba_00007.png,7,tbc
/nfs/yban/dataset/multi_obj/videos/video_15069.mp4,red dish drying mat and red handheld scissors are dropping in the norwegian city bergen,red dish drying mat and red handheld scissors in the norwegian city bergen,24,"['red dish drying mat', 'red handheld scissors']","[[-0.34982922673225403, 0.5406736135482788, 0.0], [3.1392641067504883, -2.897559642791748, 0.0]]",3.9480064155295613,norwegian city bergen,both,15069,/nfs/yban/dataset/multi_obj/rawdata/15069/rgba_00005.png,5,tbc
/nfs/yban/dataset/multi_obj/videos/video_09520.mp4,blue school backpack and toy airplane with pilot are dropping in the a veranda view,blue school backpack and toy airplane with pilot in the a veranda view,24,"['blue school backpack', 'toy airplane with pilot']","[[2.2436068058013916, -7.076462268829346, 0.0], [2.822888135910034, 2.765608787536621, 0.0]]",7.928092569601845,a veranda view,both,09520,/nfs/yban/dataset/multi_obj/rawdata/09520/rgba_00002.png,2,tbc
/nfs/yban/dataset/multi_obj/videos/video_17038.mp4,blue school backpack and red dish drying mat are dropping in the historic leadenhall market,blue school backpack and red dish drying mat in the historic leadenhall market,24,"['blue school backpack', 'red dish drying mat']","[[0.48002517223358154, 4.056236743927002, 0.0], [7.634369373321533, -4.114677906036377, 0.0]]",2.8070354468760454,historic leadenhall market,both,17038,/nfs/yban/dataset/multi_obj/rawdata/17038/rgba_00004.png,4,tbc
/nfs/yban/dataset/multi_obj/videos/video_16262.mp4,a blue bath towel and pack of coffee capsules are dropping in the wide city street,a blue bath towel and pack of coffee capsules in the wide city street,24,"['a blue bath towel', 'pack of coffee capsules']","[[-3.351017951965332, -4.8839640617370605, 0.0], [6.392329692840576, -3.7948474884033203, 0.0]]",3.774740690667569,wide city street,both,16262,/nfs/yban/dataset/multi_obj/rawdata/16262/rgba_00016.png,16,tbc
/nfs/yban/dataset/multi_obj/videos/video_09444.mp4,red fabric cube and yellow/blue bowl are dropping in the the serene blue lagoon,red fabric cube and yellow/blue bowl in the the serene blue lagoon,24,"['red fabric cube', 'yellow/blue bowl']","[[-5.155060291290283, 6.5520782470703125, 0.0], [-2.916602849960327, 4.284255027770996, 0.0]]",4.620661089093975,the serene blue lagoon,dynamic,09444,/nfs/yban/dataset/multi_obj/rawdata/09444/rgba_00004.png,4,tbc
/nfs/yban/dataset/multi_obj/videos/video_14357.mp4,decaf instant coffee jar and round cake pan are dropping in the dresden's georgentor gate,decaf instant coffee jar and round cake pan in the dresden's georgentor gate,24,"['decaf instant coffee jar', 'round cake pan']","[[-1.9396870136260986, 6.36112117767334, 0.0], [2.969087600708008, -1.7216386795043945, 0.0]]",3.7335286748371503,dresden's georgentor gate,both,14357,/nfs/yban/dataset/multi_obj/rawdata/14357/rgba_00009.png,9,tbc
/nfs/yban/dataset/multi_obj/videos/video_16306.mp4,blue school backpack and lightweight running shoe are dropping in the nighttime courtyard,blue school backpack and lightweight running shoe in the nighttime courtyard,24,"['blue school backpack', 'lightweight running shoe']","[[-1.2964107990264893, 0.556086540222168, 0.0], [-5.755110263824463, -3.063845157623291, 0.0]]",7.574585270240817,nighttime courtyard,both,16306,/nfs/yban/dataset/multi_obj/rawdata/16306/rgba_00007.png,7,tbc
/nfs/yban/dataset/multi_obj/videos/video_10291.mp4,brown handmade hat and a blue bath towel are dropping in the riverside in shanghai,brown handmade hat and a blue bath towel in the riverside in shanghai,24,"['brown handmade hat', 'a blue bath towel']","[[1.4962080717086792, -1.2601782083511353, 0.0], [5.039036750793457, 5.752646446228027, 0.0]]",6.470455190111194,riverside in shanghai,both,10291,/nfs/yban/dataset/multi_obj/rawdata/10291/rgba_00011.png,11,tbc
/nfs/yban/dataset/multi_obj/videos/video_09838.mp4,wooden abc blocks with wagon and a black hammer are dropping in the courtyard in the city,wooden abc blocks with wagon and a black hammer in the courtyard in the city,24,"['wooden abc blocks with wagon', 'a black hammer']","[[2.5812184810638428, -1.7137359380722046, 0.0], [5.58061408996582, -5.073202610015869, 0.0]]",3.0048543329700523,courtyard in the city,dynamic,09838,/nfs/yban/dataset/multi_obj/rawdata/09838/rgba_00016.png,16,tbc
/nfs/yban/dataset/multi_obj/videos/video_11367.mp4,can opener tool and black ink cartridge are dropping in the cave with hikers,can opener tool and black ink cartridge in the cave with hikers,24,"['can opener tool', 'black ink cartridge']","[[0.8767492771148682, 2.441807985305786, 0.0], [-4.017671585083008, -5.008469581604004, 0.0]]",2.8857471565287236,cave with hikers,dynamic,11367,/nfs/yban/dataset/multi_obj/rawdata/11367/rgba_00008.png,8,tbc
/nfs/yban/dataset/multi_obj/videos/video_13336.mp4,round cake pan and decaf instant coffee jar are dropping in the small studio room,round cake pan and decaf instant coffee jar in the small studio room,24,"['round cake pan', 'decaf instant coffee jar']","[[3.7782533168792725, -3.8803772926330566, 0.0], [1.5684977769851685, -6.048899173736572, 0.0]]",2.041704926214525,small studio room,both,13336,/nfs/yban/dataset/multi_obj/rawdata/13336/rgba_00012.png,12,tbc
/nfs/yban/dataset/multi_obj/videos/video_10059.mp4,a blue bath towel and brown handmade hat are dropping in the sanctuary in greenery,a blue bath towel and brown handmade hat in the sanctuary in greenery,24,"['a blue bath towel', 'brown handmade hat']","[[1.6066275835037231, -0.010600664652884007, 0.0], [4.524285316467285, -3.207461357116699, 0.0]]",0.4978352176035834,sanctuary in greenery,both,10059,/nfs/yban/dataset/multi_obj/rawdata/10059/rgba_00014.png,14,tbc
/nfs/yban/dataset/multi_obj/videos/video_17394.mp4,black wireless speaker and pair of latex gloves are dropping in the a veranda view,black wireless speaker and pair of latex gloves in the a veranda view,24,"['black wireless speaker', 'pair of latex gloves']","[[2.553563117980957, -1.6386805772781372, 0.0], [2.192873001098633, 3.277071714401245, 0.0]]",4.201141135625546,a veranda view,static,17394,/nfs/yban/dataset/multi_obj/rawdata/17394/rgba_00016.png,16,tbc
/nfs/yban/dataset/multi_obj/videos/video_11203.mp4,red dish drying mat and round cake pan are dropping in the artist's creative workshop,red dish drying mat and round cake pan in the artist's creative workshop,24,"['red dish drying mat', 'round cake pan']","[[4.026968955993652, 1.346204400062561, 0.0], [2.2186965942382812, -1.1244761943817139, 0.0]]",5.537401398939011,artist's creative workshop,both,11203,/nfs/yban/dataset/multi_obj/rawdata/11203/rgba_00001.png,1,tbc
/nfs/yban/dataset/multi_obj/videos/video_13252.mp4,"toy airplane with pilot and lightweight running shoe are dropping in the quiet, private beach","toy airplane with pilot and lightweight running shoe in the quiet, private beach",24,"['toy airplane with pilot', 'lightweight running shoe']","[[5.8241682052612305, -0.7698875665664673, 0.0], [2.6574747562408447, 2.9572505950927734, 0.0]]",0.8113212031851047,"quiet, private beach",both,13252,/nfs/yban/dataset/multi_obj/rawdata/13252/rgba_00005.png,5,tbc
/nfs/yban/dataset/multi_obj/videos/video_12008.mp4,decaf instant coffee jar and a blue bath towel are dropping in the umhlanga's sunrise scene,decaf instant coffee jar and a blue bath towel in the umhlanga's sunrise scene,24,"['decaf instant coffee jar', 'a blue bath towel']","[[-2.0567760467529297, 2.29842209815979, 0.0], [-0.025633979588747025, 3.632594347000122, 0.0]]",4.440927564366873,umhlanga's sunrise scene,both,12008,/nfs/yban/dataset/multi_obj/rawdata/12008/rgba_00003.png,3,tbc
/nfs/yban/dataset/multi_obj/videos/video_19356.mp4,toy airplane with pilot and round cake pan are dropping in the dirt path in greenery,toy airplane with pilot and round cake pan in the dirt path in greenery,24,"['toy airplane with pilot', 'round cake pan']","[[-0.011798163875937462, -2.3775131702423096, 0.0], [0.7798844575881958, 0.8989202976226807, 0.0]]",0.008347125094913643,dirt path in greenery,both,19356,/nfs/yban/dataset/multi_obj/rawdata/19356/rgba_00009.png,9,tbc
/nfs/yban/dataset/multi_obj/videos/video_06868.mp4,yellow/blue bowl and a black hammer are dropping in the empty little house,yellow/blue bowl and a black hammer in the empty little house,24,"['yellow/blue bowl', 'a black hammer']","[[2.780015230178833, 1.1741442680358887, 0.0], [-1.9759175777435303, 7.045119762420654, 0.0]]",3.2212323711239623,empty little house,dynamic,06868,/nfs/yban/dataset/multi_obj/rawdata/06868/rgba_00005.png,5,tbc
/nfs/yban/dataset/multi_obj/videos/video_03788.mp4,pair of latex gloves and black wireless speaker are dropping in the norwegian city bergen,pair of latex gloves and black wireless speaker in the norwegian city bergen,24,"['pair of latex gloves', 'black wireless speaker']","[[-1.5939221382141113, -2.9349610805511475, 0.0], [-2.1786437034606934, -0.2733074128627777, 0.0]]",1.7856825133204497,norwegian city bergen,static,03788,/nfs/yban/dataset/multi_obj/rawdata/03788/rgba_00007.png,7,tbc
