path,text_video,text_image,num_frames,object,velcoities,background,split_name,id,image_path,image_selecting,usage
/fsx_ori/yban/dataset/multiple_64f/videos/video_00643.mp4,bottle of bronzer is dropping in the small recording studio,bottle of bronzer in the small recording studio,64,bottle of bronzer,"[[-0.256049245595932, -3.5494604110717773, 0.0]]",small recording studio,dynamic,00643,"['/fsx_ori/yban/dataset/multiple_64f/rawdata/00643/rgba_00009.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/00643/rgba_00060.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/00643/rgba_00056.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/00643/rgba_00035.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/00643/rgba_00036.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/00643/rgba_00023.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/00643/rgba_00051.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/00643/rgba_00008.png']","[9, 60, 56, 35, 36, 23, 51, 8]",tbc
/fsx_ori/yban/dataset/multiple_64f/videos/video_01419.mp4,"red gaming headset is dropping in the quiet, private beach","red gaming headset in the quiet, private beach",64,red gaming headset,"[[-5.01497745513916, -2.419806480407715, 0.0]]","quiet, private beach",dynamic,01419,"['/fsx_ori/yban/dataset/multiple_64f/rawdata/01419/rgba_00050.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/01419/rgba_00049.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/01419/rgba_00030.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/01419/rgba_00035.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/01419/rgba_00026.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/01419/rgba_00001.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/01419/rgba_00031.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/01419/rgba_00048.png']","[50, 49, 30, 35, 26, 1, 31, 48]",tbc
/fsx_ori/yban/dataset/multiple_64f/videos/video_03834.mp4,blue school backpack is dropping in the abandoned game room,blue school backpack in the abandoned game room,64,blue school backpack,"[[-2.7266781330108643, -3.407926321029663, 0.0]]",abandoned game room,both,03834,"['/fsx_ori/yban/dataset/multiple_64f/rawdata/03834/rgba_00024.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/03834/rgba_00021.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/03834/rgba_00000.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/03834/rgba_00026.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/03834/rgba_00031.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/03834/rgba_00023.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/03834/rgba_00060.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/03834/rgba_00004.png']","[24, 21, 0, 26, 31, 23, 60, 4]",tbc
/fsx_ori/yban/dataset/multiple_64f/videos/video_07622.mp4,black ink cartridge is dropping in the dawn in venice,black ink cartridge in the dawn in venice,64,black ink cartridge,"[[0.4548645317554474, -2.3276405334472656, 0.0]]",dawn in venice,dynamic,07622,"['/fsx_ori/yban/dataset/multiple_64f/rawdata/07622/rgba_00058.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/07622/rgba_00004.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/07622/rgba_00044.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/07622/rgba_00018.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/07622/rgba_00062.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/07622/rgba_00021.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/07622/rgba_00056.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/07622/rgba_00016.png']","[58, 4, 44, 18, 62, 21, 56, 16]",tbc
/fsx_ori/yban/dataset/multiple_64f/videos/video_06478.mp4,a blue bath towel is dropping in the factory producing bricks,a blue bath towel in the factory producing bricks,64,a blue bath towel,"[[3.686581611633301, 3.3127691745758057, 0.0]]",factory producing bricks,both,06478,"['/fsx_ori/yban/dataset/multiple_64f/rawdata/06478/rgba_00037.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/06478/rgba_00059.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/06478/rgba_00025.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/06478/rgba_00048.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/06478/rgba_00001.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/06478/rgba_00058.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/06478/rgba_00055.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/06478/rgba_00056.png']","[37, 59, 25, 48, 1, 58, 55, 56]",tbc
/fsx_ori/yban/dataset/multiple_64f/videos/video_04855.mp4,sturdy torchlight is dropping in the wintery roadside in rural area,sturdy torchlight in the wintery roadside in rural area,64,sturdy torchlight,"[[-0.7849527597427368, -0.8304271101951599, 0.0]]",wintery roadside in rural area,dynamic,04855,"['/fsx_ori/yban/dataset/multiple_64f/rawdata/04855/rgba_00016.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/04855/rgba_00015.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/04855/rgba_00048.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/04855/rgba_00043.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/04855/rgba_00019.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/04855/rgba_00006.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/04855/rgba_00034.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/04855/rgba_00035.png']","[16, 15, 48, 43, 19, 6, 34, 35]",tbc
/fsx_ori/yban/dataset/multiple_64f/videos/video_06804.mp4,blue school backpack is dropping in the christmas photo studio,blue school backpack in the christmas photo studio,64,blue school backpack,"[[-4.28184700012207, -5.876937389373779, 0.0]]",christmas photo studio,both,06804,"['/fsx_ori/yban/dataset/multiple_64f/rawdata/06804/rgba_00063.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/06804/rgba_00034.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/06804/rgba_00057.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/06804/rgba_00042.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/06804/rgba_00015.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/06804/rgba_00018.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/06804/rgba_00031.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/06804/rgba_00040.png']","[63, 34, 57, 42, 15, 18, 31, 40]",tbc
/fsx_ori/yban/dataset/multiple_64f/videos/video_18160.mp4,toy airplane with pilot is dropping in the lost city ruins,toy airplane with pilot in the lost city ruins,64,toy airplane with pilot,"[[3.369213342666626, -2.0933258533477783, 0.0]]",lost city ruins,both,18160,"['/fsx_ori/yban/dataset/multiple_64f/rawdata/18160/rgba_00046.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/18160/rgba_00021.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/18160/rgba_00006.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/18160/rgba_00033.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/18160/rgba_00059.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/18160/rgba_00018.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/18160/rgba_00025.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/18160/rgba_00052.png']","[46, 21, 6, 33, 59, 18, 25, 52]",tbc
/fsx_ori/yban/dataset/multiple_64f/videos/video_04429.mp4,mmo gaming mouse is dropping in the rathaus town hall,mmo gaming mouse in the rathaus town hall,64,mmo gaming mouse,"[[4.731881141662598, 0.9965181350708008, 0.0]]",rathaus town hall,static,04429,"['/fsx_ori/yban/dataset/multiple_64f/rawdata/04429/rgba_00055.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/04429/rgba_00019.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/04429/rgba_00021.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/04429/rgba_00063.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/04429/rgba_00025.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/04429/rgba_00004.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/04429/rgba_00045.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/04429/rgba_00057.png']","[55, 19, 21, 63, 25, 4, 45, 57]",tbc
/fsx_ori/yban/dataset/multiple_64f/videos/video_00993.mp4,red dish drying mat is dropping in the theater stage setting,red dish drying mat in the theater stage setting,64,red dish drying mat,"[[5.893917083740234, -3.486321449279785, 0.0]]",theater stage setting,both,00993,"['/fsx_ori/yban/dataset/multiple_64f/rawdata/00993/rgba_00034.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/00993/rgba_00008.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/00993/rgba_00000.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/00993/rgba_00045.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/00993/rgba_00052.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/00993/rgba_00013.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/00993/rgba_00018.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/00993/rgba_00007.png']","[34, 8, 0, 45, 52, 13, 18, 7]",tbc
/fsx_ori/yban/dataset/multiple_64f/videos/video_05673.mp4,a blue bath towel is dropping in the courtyard in the city,a blue bath towel in the courtyard in the city,64,a blue bath towel,"[[3.1595523357391357, -0.7685211300849915, 0.0]]",courtyard in the city,both,05673,"['/fsx_ori/yban/dataset/multiple_64f/rawdata/05673/rgba_00045.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/05673/rgba_00061.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/05673/rgba_00064.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/05673/rgba_00047.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/05673/rgba_00020.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/05673/rgba_00030.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/05673/rgba_00036.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/05673/rgba_00032.png']","[45, 61, 64, 47, 20, 30, 36, 32]",tbc
/fsx_ori/yban/dataset/multiple_64f/videos/video_04931.mp4,bottle of bronzer is dropping in the hilly terrain scene,bottle of bronzer in the hilly terrain scene,64,bottle of bronzer,"[[5.111151218414307, -2.107887029647827, 0.0]]",hilly terrain scene,dynamic,04931,"['/fsx_ori/yban/dataset/multiple_64f/rawdata/04931/rgba_00038.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/04931/rgba_00032.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/04931/rgba_00009.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/04931/rgba_00027.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/04931/rgba_00044.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/04931/rgba_00008.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/04931/rgba_00025.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/04931/rgba_00048.png']","[38, 32, 9, 27, 44, 8, 25, 48]",tbc
/fsx_ori/yban/dataset/multiple_64f/videos/video_07746.mp4,paisley patterned pencil case is dropping in the mutianyu great wall,paisley patterned pencil case in the mutianyu great wall,64,paisley patterned pencil case,"[[-4.067845821380615, 2.5170412063598633, 0.0]]",mutianyu great wall,static,07746,"['/fsx_ori/yban/dataset/multiple_64f/rawdata/07746/rgba_00025.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/07746/rgba_00063.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/07746/rgba_00053.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/07746/rgba_00045.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/07746/rgba_00027.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/07746/rgba_00003.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/07746/rgba_00047.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/07746/rgba_00035.png']","[25, 63, 53, 45, 27, 3, 47, 35]",tbc
/fsx_ori/yban/dataset/multiple_64f/videos/video_05717.mp4,elephant stuffed toy is dropping in the industrial pipe and valve,elephant stuffed toy in the industrial pipe and valve,64,elephant stuffed toy,"[[0.12750650942325592, -1.8571311235427856, 0.0]]",industrial pipe and valve,static,05717,"['/fsx_ori/yban/dataset/multiple_64f/rawdata/05717/rgba_00050.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/05717/rgba_00034.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/05717/rgba_00015.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/05717/rgba_00019.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/05717/rgba_00056.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/05717/rgba_00013.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/05717/rgba_00031.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/05717/rgba_00046.png']","[50, 34, 15, 19, 56, 13, 31, 46]",tbc
/fsx_ori/yban/dataset/multiple_64f/videos/video_03680.mp4,lightweight running shoe is dropping in the bridges over the railway,lightweight running shoe in the bridges over the railway,64,lightweight running shoe,"[[-3.0836658477783203, -0.9497255086898804, 0.0]]",bridges over the railway,both,03680,"['/fsx_ori/yban/dataset/multiple_64f/rawdata/03680/rgba_00049.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/03680/rgba_00053.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/03680/rgba_00016.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/03680/rgba_00057.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/03680/rgba_00019.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/03680/rgba_00001.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/03680/rgba_00017.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/03680/rgba_00033.png']","[49, 53, 16, 57, 19, 1, 17, 33]",tbc
/fsx_ori/yban/dataset/multiple_64f/videos/video_06960.mp4,yellow school bus is dropping in the empty little house,yellow school bus in the empty little house,64,yellow school bus,"[[-1.8971202373504639, 3.2062296867370605, 0.0]]",empty little house,static,06960,"['/fsx_ori/yban/dataset/multiple_64f/rawdata/06960/rgba_00036.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/06960/rgba_00019.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/06960/rgba_00001.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/06960/rgba_00022.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/06960/rgba_00056.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/06960/rgba_00050.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/06960/rgba_00010.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/06960/rgba_00034.png']","[36, 19, 1, 22, 56, 50, 10, 34]",tbc
/fsx_ori/yban/dataset/multiple_64f/videos/video_18004.mp4,toy airplane with pilot is dropping in the ground of teufelsberg,toy airplane with pilot in the ground of teufelsberg,64,toy airplane with pilot,"[[-0.6222956776618958, 0.6665146350860596, 0.0]]",ground of teufelsberg,both,18004,"['/fsx_ori/yban/dataset/multiple_64f/rawdata/18004/rgba_00052.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/18004/rgba_00019.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/18004/rgba_00001.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/18004/rgba_00016.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/18004/rgba_00036.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/18004/rgba_00063.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/18004/rgba_00027.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/18004/rgba_00037.png']","[52, 19, 1, 16, 36, 63, 27, 37]",tbc
/fsx_ori/yban/dataset/multiple_64f/videos/video_14097.mp4,aggravation board game is dropping in the roof of teufelsberg,aggravation board game in the roof of teufelsberg,64,aggravation board game,"[[0.9188719987869263, -3.4735920429229736, 0.0]]",roof of teufelsberg,static,14097,"['/fsx_ori/yban/dataset/multiple_64f/rawdata/14097/rgba_00053.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/14097/rgba_00056.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/14097/rgba_00001.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/14097/rgba_00005.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/14097/rgba_00014.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/14097/rgba_00002.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/14097/rgba_00044.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/14097/rgba_00003.png']","[53, 56, 1, 5, 14, 2, 44, 3]",tbc
/fsx_ori/yban/dataset/multiple_64f/videos/video_09784.mp4,red dish drying mat is dropping in the ground in autumn,red dish drying mat in the ground in autumn,64,red dish drying mat,"[[1.966046929359436, 3.756992816925049, 0.0]]",ground in autumn,both,09784,"['/fsx_ori/yban/dataset/multiple_64f/rawdata/09784/rgba_00062.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/09784/rgba_00042.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/09784/rgba_00059.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/09784/rgba_00012.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/09784/rgba_00018.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/09784/rgba_00043.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/09784/rgba_00007.png', '/fsx_ori/yban/dataset/multiple_64f/rawdata/09784/rgba_00004.png']","[62, 42, 59, 12, 18, 43, 7, 4]",tbc
